course_id,course_title,genre_id,genre_title,category_id,subcategory_id,theme_id,theme_title,session_id,session_title,session_type,estimated_minutes
consulting_thinking_basics,コンサル思考法基礎コース,thinking_foundation,思考の基盤,logical_thinking_problem_solving,structured_thinking_mece,so_what_why_so,So What?/Why So?,so_what_practice,深掘り思考実践ワーク,practice,3
consulting_thinking_basics,コンサル思考法基礎コース,thinking_foundation,思考の基盤,logical_thinking_problem_solving,structured_thinking_mece,so_what_why_so,So What?/Why So?,so_what_mastery,洞察力向上のコツ,case_study,3
consulting_thinking_basics,コンサル思考法基礎コース,framework_application,フレームワーク活用,strategy_management,competitive_strategy_frameworks,3c_analysis,3C分析,3c_basics,3C分析の基本,knowledge,3
consulting_thinking_basics,コンサル思考法基礎コース,framework_application,フレームワーク活用,strategy_management,competitive_strategy_frameworks,3c_analysis,3C分析,3c_practice,3C分析実践ワーク,practice,3
consulting_thinking_basics,コンサル思考法基礎コース,framework_application,フレームワーク活用,strategy_management,competitive_strategy_frameworks,3c_analysis,3C分析,3c_strategic_insights,3C統合と戦略洞察,case_study,3
marketing_practice,マーケティング実践コース,customer_understanding,顧客理解,marketing_sales,customer_analysis_segmentation,customer_journey_mapping,カスタマージャーニーマップ,journey_mapping_basics,カスタマージャーニーマップ基礎,knowledge,3
marketing_practice,マーケティング実践コース,customer_understanding,顧客理解,marketing_sales,customer_analysis_segmentation,customer_journey_mapping,カスタマージャーニーマップ,journey_mapping_practice,ジャーニーマップ作成実習,practice,3
marketing_practice,マーケティング実践コース,customer_understanding,顧客理解,marketing_sales,customer_analysis_segmentation,customer_journey_mapping,カスタマージャーニーマップ,journey_optimization,ジャーニー最適化戦略,case_study,3
marketing_practice,マーケティング実践コース,customer_understanding,顧客理解,marketing_sales,customer_analysis_segmentation,persona_development,ペルソナ開発,persona_fundamentals,ペルソナ設計の基礎,knowledge,3
marketing_practice,マーケティング実践コース,customer_understanding,顧客理解,marketing_sales,customer_analysis_segmentation,persona_development,ペルソナ開発,persona_research,ペルソナリサーチ手法,practice,3
marketing_practice,マーケティング実践コース,customer_understanding,顧客理解,marketing_sales,customer_analysis_segmentation,persona_development,ペルソナ開発,persona_activation,ペルソナ活用戦略,case_study,3
marketing_practice,マーケティング実践コース,customer_understanding,顧客理解,marketing_sales,customer_analysis_segmentation,market_segmentation,市場セグメンテーション,segmentation_strategy,セグメンテーション戦略,knowledge,3
marketing_practice,マーケティング実践コース,customer_understanding,顧客理解,marketing_sales,customer_analysis_segmentation,market_segmentation,市場セグメンテーション,targeting_strategy,ターゲティング戦略,practice,3
marketing_practice,マーケティング実践コース,customer_understanding,顧客理解,marketing_sales,customer_analysis_segmentation,market_segmentation,市場セグメンテーション,positioning_strategy,ポジショニング戦略,case_study,3
marketing_practice,マーケティング実践コース,digital_marketing,デジタルマーケティング,marketing_sales,digital_marketing,content_marketing,コンテンツマーケティング,content_strategy_foundation,コンテンツ戦略の基盤,knowledge,3
marketing_practice,マーケティング実践コース,digital_marketing,デジタルマーケティング,marketing_sales,digital_marketing,content_marketing,コンテンツマーケティング,content_planning,コンテンツ企画と制作,practice,3
marketing_practice,マーケティング実践コース,digital_marketing,デジタルマーケティング,marketing_sales,digital_marketing,content_marketing,コンテンツマーケティング,content_distribution,コンテンツ配信と最適化,case_study,3
marketing_practice,マーケティング実践コース,digital_marketing,デジタルマーケティング,marketing_sales,digital_marketing,social_media_marketing,ソーシャルメディアマーケティング,social_platform_strategy,プラットフォーム戦略,knowledge,3
marketing_practice,マーケティング実践コース,digital_marketing,デジタルマーケティング,marketing_sales,digital_marketing,social_media_marketing,ソーシャルメディアマーケティング,engagement_building,エンゲージメント構築,practice,3
marketing_practice,マーケティング実践コース,digital_marketing,デジタルマーケティング,marketing_sales,digital_marketing,social_media_marketing,ソーシャルメディアマーケティング,social_commerce,ソーシャルコマース活用,case_study,3
